Timestamp,Position,X,Y,Angle
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:56,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
2024-06-13 17:02:57,,0,0,0
