Timestamp,Bottle_Position,Bottle_X,Botle_Y,SwichAngle
2024-06-12 18:01:31,ON_CONVEYER_1,0.000057,1.000000,0.000000
2024-06-12 18:01:31,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000012,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000018,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000039,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000015,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:32,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000039,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000018,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000012,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000012,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000015,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:33,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000024,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:34,ON_CONVEYER_1,0.000012,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:35,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:36,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000009,1.000000,0.000000
2024-06-12 18:01:37,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000012,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:38,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:39,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:40,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:41,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:42,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:43,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000006,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:44,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:45,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000000,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
2024-06-12 18:01:46,ON_CONVEYER_1,0.000003,1.000000,0.000000
